description,points,price,state,region,variety
"Smoky, earthy, black pepper aromas make this wine catchy at the first sniff, and then the flavors fill the mouth with similarly spicy, earthy suggestions. It is full-bodied, firm-textured and quite concentrated. Pour this with venison or smoked duck or another game dish if possible.",90,18,California,El Dorado,Barbera
"This is a beautiful, fresh, relatively light and nicely balanced wine with a gorgeous array of vibrant fruit in both the aromas and the flavors. It pours on red and black cherry and raspberry while backing them up with good, taut acidity and light tannins.",90,28,California,Mendocino,Carignane
"Stunningly good for an entry-level Pinot Noir, this new Tavola gets the sort of care generally reserved for reserves. Native yeast fermentation and almost a year in 20% new French oak is where it starts; then a barrel selection is made and it's bottled unfined and unfiltered. Deep flavors emphasize black fruits, with a dash of pepper highlighting the finish.",92,27,Oregon,Willamette Valley,Pinot Noir
"A blend of 44% Syrah, 31% Grenache and 25 Mourvèdre, this wine is aromatically very pure, with plenty of red and blue fruit, speckled with bay leaf, herb and black-pepper accents. It possesses a thrilling plush mouthfeel, with olive and black-fruit flavors, showing a fine sense of purity.",92,18,Washington,Yakima Valley,Rhône-style Red Blend
"The high alcohol may be a stumbling block for some palates, but this wine is nonetheless absolutely delicious. Sourced from a vineyard planted in 1972, it was aged in 50% new French oak. It's intense and detailed, with hints of wintergreen, a broad streak of cherry cola, and finishing licks of molasses, brown sugar and coffee.",92,28,Oregon,Elkton Oregon,Pinot Noir
"Classic lychee and rose petal aromas perfume this ripe yet elegantly composed Gewürztraminer. Juicy and forward yet balanced and spry, it calibrates zesty tangerine acidity against a crystalline glaze of honey that lingers on the finish.",90,25,New York,Finger Lakes,Gewürztraminer
"Made in a relatively restrained style, this is a dark, juicy and smoky wine from Dry Creek and Alexander Valley area vineyard sites. Lengthy and smooth, it takes a decidedly medium-bodied route, with traces of leather pouch on the nose and a soft layering of milk chocolate on the finish.",90,25,California,Sonoma County,Zinfandel
"From vines planted in 1958 in an appellation that straddles both Sonoma and Mendocino counties, this is an intriguing, interesting wine, mostly varietal, with 8% each of Mourvèdre and Syrah. Floral, it veers into leather and game, with a juicy backbone of red cherry and berry and earthy, textured tannins.",90,28,California,Pine Mountain-Cloverdale Peak,Carignane
"From a fourth-generation farming family, this wine is sourced from the Niebaum-Tonella and Morisoli-Borges vineyards along the Rutherford Bench. It opens with a bouquet of sweetly ripened mango, peach and pear, which continue on the palate. Fierce acidity and a drop of anise form the backdrop of the wine, which finishes somewhat tropical.",90,29,California,Rutherford,Sauvignon Blanc
"Fields Family aims for balance from 60-year-old vines, aiming to produce refined Zins with subtle power. They've achieved that here, offering velvety texture and a taste of raspberry liqueur and nuanced vanilla amid an elegant core of chocolate-laced tannin.",90,24,California,Lodi,Zinfandel
"Bone dry and tart, this is made without oak, allowing the grape's natural acidity and flavors to star. There's a minerality to the lemons and limes, with hints of vanilla and white pepper. What a glorious partner for oysters on the half shell.",90,20,California,Monterey,Albariño
"It's high in alcohol, but without it, this Zin just wouldn't be as good as it is. It's bone dry and full bodied, and the crushed black peppercorn, blackberry and licorice flavors have a roasty, toasty edge that makes the wine particularly savory.",90,28,California,Napa Valley,Zinfandel
"Something about this blush makes you think of warm spring and summer nights, sitting outside with friends. It's dry, crisp and clean, with strawberry, orange rind, vanilla and white pepper flavors.",90,14,California,Sonoma County,Rosé
"Opulento is done entirely with Portuguese varieties. Quite young, grapey, rich and supple, it's packed with primary, brambly blackberry fruit with a smooth, chocolatey finish. This should age well for at least a decade.",91,19,Washington,Yakima Valley,Red Blend
"A Spanish grape variety produced this temptingly smooth, polished but earthy-flavored wine. It smells like new leather, seems young and still leesy and tastes deliciously fruity and supple. A bit decadent, it carries a long finish.",91,28,California,Clements Hills,Graciano
"Crisp citrus aromas and fresh lemon and grapefruit flavors define this medium-bodied, appetizing and unapologetic wine. With lots of personality, a tingly texture and tangy finish, it's just the thing for appetizers and first courses.",91,14,California,North Coast,Sauvignon Blanc
"Coming in at 12.8% alcohol—nearly unheard of for a Washington red, particularly in a warm vintage—it brings appealing notes of dark plum accented by black pepper and dried herbs. It's silky soft in feel with a dazzling sense of texture and purity with little apparent oak influence.",91,27,Washington,Rattlesnake Hills,Malbec
"This was the first release from this new, Chardonnay-only project. With its mix of Columbia Gorge, Ancient Lakes and Columbia Valley fruit, it immediately set a high standard. Scents of orange blossom, mineral oil and toasted pecan mingle gracefully, and in the mouth there is a steely edge that provides structural support. Drink now through 2018.",91,25,Washington,Columbia Valley (WA),Chardonnay
"From vines planted in 1958 in an appellation that straddles both Sonoma and Mendocino counties, this is an intriguing, interesting wine, mostly varietal, with 8% each of Mourvèdre and Syrah. Floral, it veers into leather and game, with a juicy backbone of red cherry and berry and earthy, textured tannins.",90,28,California,Pine Mountain-Cloverdale Peak,Carignane
"From a fourth-generation farming family, this wine is sourced from the Niebaum-Tonella and Morisoli-Borges vineyards along the Rutherford Bench. It opens with a bouquet of sweetly ripened mango, peach and pear, which continue on the palate. Fierce acidity and a drop of anise form the backdrop of the wine, which finishes somewhat tropical.",90,29,California,Rutherford,Sauvignon Blanc
"Firm and polished, this barrel-fermented wine is just rounded off enough, without damping the bright, almost crunchy fruit. There's a light touch of toast and the structure for further bottle age to improve it. Drink 2017–2025.",90,28,Oregon,Eola-Amity Hills,Chardonnay
"Mike Sinor's pet-nat experiment scored big in 2016. This pink sparkler offers complex yeasty bread, crushed rock and turned clay aromas. Zingy and racy, it grabs hold of the palate. It's all about fascinating texture and refreshing acidity.",92,25,California,San Luis Obispo County,Pinot Noir
"Scoring slightly higher than the Alderpoint vineyard-designated wine, this basic Humboldt County bottling bursts with with black cherry aroma. It's medium-bodied, free of oak-driven flavor and loaded with fruit. Lively acidity and mouth-filling texture keep the cherry and raspberry notes echoing through the finish, striking wonderful balance in an appetizing, mouthwatering package.",92,29,California,Humboldt County,Pinot Noir
"This is the producer's inaugural foray into the variety, sourced from the Oak Knoll area. The wine is inspired by the Loire Valley and its well-known Cabernet Franc. Coopered in French oak and stainless steel, it retains a subtle crispness and light body, the acidity supporting highlights of floral white fig, pear and honey.",90,27,California,Napa Valley,Chenin Blanc
"Returning to a robust, forward style in 2014, this is loaded with black cherry and mocha flavors. There's a touch of charred wood, and alcohol approaching 15%—this is no wimpy wine. It spent 11 months in 40% new wood.",90,25,Oregon,Elkton Oregon,Pinot Noir
"Fruity frills of strawberry surround a core of black New Mexican chiles, with cinnamon and clove emerging the longer one sniffs. There's nice tension between the fruit flavors and the nearly bell pepper greenness. Throw a chill on it and serve with barbecued pork.",91,28,California,Paso Robles,Cabernet Franc
"Fresh-squeezed apple juice, grapefruit spritzer and nearly sweet cherry aromas sit atop minerality on the nose of this blend of 46% Viognier, 19% Verdelho, 19% Vermentino and 16% Sauvignon Blanc. There's a lot of tart acidity, with a lingering apple flavor.",91,16,California,Paso Robles,White Blend
